,ccf_warming,model,ccf_variant,rcp,base_warming,total_warming,ccf_ppm,ecs,tcr
3,0.3074217862143473,NorESM1-ME,MIROC-ESM,rcp60,2.6558379,2.963259686214347,95.17700000000002,,1.6
4,-0.07057929422668346,NorESM1-ME,IPSL-CM5A-LR,rcp60,2.6558379,2.5852586057733165,-20.122999999999934,,1.6
5,0.2195738446863032,NorESM1-ME,CanESM2,rcp60,2.6558379,2.875411744686303,66.67700000000002,,1.6
6,0.13771629269945693,NorESM1-ME,GFDL-ESM2G,rcp60,2.6558379,2.7935541926994567,41.077,,1.6
7,0.15037532491917083,NorESM1-ME,HadGEM2-ES,rcp60,2.6558379,2.806213224919171,44.97700000000009,,1.6
8,0.021924704944355528,NorESM1-ME,MPI-ESM-LR,rcp60,2.6558379,2.6777626049443555,6.377000000000066,,1.6
9,-0.021597435914187255,NorESM1-ME,inmcm4,rcp60,2.6558379,2.6342404640858126,-6.222999999999956,,1.6
10,-0.32122799446815736,NorESM1-ME,MRI-ESM1,rcp60,2.6558379,2.3346099055318423,-86.82299999999998,,1.6
11,0.03829156003570434,NorESM1-ME,bcc-ccsm1-1,rcp60,2.6558379,2.6941294600357044,11.177000000000021,,1.6
0,-0.005796548023937391,ACCESS1-0,NorESM1-ME,rcp85,4.9904389,4.9846423519760625,-1.8740000000000236,3.8,2.0
1,0.5756470969117673,ACCESS1-0,CESM1-BGC,rcp85,4.9904389,5.5660859969117675,206.12599999999998,3.8,2.0
2,0.1777439752706503,ACCESS1-0,GFDL-ESM2M,rcp85,4.9904389,5.1681828752706505,59.32600000000002,3.8,2.0
3,0.5928157040562657,ACCESS1-0,MIROC-ESM,rcp85,4.9904389,5.583254604056266,212.92599999999993,3.8,2.0
4,-0.03129785695877415,ACCESS1-0,IPSL-CM5A-LR,rcp85,4.9904389,4.9591410430412255,-10.07400000000007,3.8,2.0
5,0.3280684530456899,ACCESS1-0,CanESM2,rcp85,4.9904389,5.31850735304569,112.42599999999993,3.8,2.0
6,0.18383980987203066,ACCESS1-0,GFDL-ESM2G,rcp85,4.9904389,5.174278709872031,61.42599999999993,3.8,2.0
7,0.1861586568575678,ACCESS1-0,HadGEM2-ES,rcp85,4.9904389,5.176597556857568,62.226,3.8,2.0
8,0.09999392978888025,ACCESS1-0,MPI-ESM-LR,rcp85,4.9904389,5.09043282978888,32.92599999999993,3.8,2.0
9,-0.06839405464264318,ACCESS1-0,inmcm4,rcp85,4.9904389,4.922044845357357,-21.874000000000024,3.8,2.0
10,-0.47432703345917876,ACCESS1-0,MRI-ESM1,rcp85,4.9904389,4.516111866540821,-141.57400000000007,3.8,2.0
11,0.06848008478507586,ACCESS1-0,bcc-ccsm1-1,rcp85,4.9904389,5.058918984785076,22.42599999999993,3.8,2.0
0,-0.004927065820346782,ACCESS1-3,NorESM1-ME,rcp85,4.6924553,4.687528234179653,-1.8740000000000236,,1.7
1,0.4893000323750022,ACCESS1-3,CESM1-BGC,rcp85,4.6924553,5.181755332375002,206.12599999999998,,1.7
2,0.15108237898005275,ACCESS1-3,GFDL-ESM2M,rcp85,4.6924553,4.843537678980052,59.32600000000002,,1.7
3,0.5038933484478259,ACCESS1-3,MIROC-ESM,rcp85,4.6924553,5.196348648447826,212.92599999999993,,1.7
4,-0.026603178414958024,ACCESS1-3,IPSL-CM5A-LR,rcp85,4.6924553,4.665852121585042,-10.07400000000007,,1.7
