,dates,aldpb,aldpc,aldpi,aldpl,aldpo,aldpp,aldqi,aldqj,aldql,aldqm,aldqn,aldqp,aldqq,aldre,aldrh,aldri,aldrm,aldrn,aldrq,aldsb,aldsh,aldsi,aldsj,aldsl,aldso,aldsp,aldsq
0,1860,-0.05914306640625,0.062530517578125,-0.06170654296875,0.0,0.09600830078125,-0.150543212890625,-0.18536376953125,0.108489990234375,-0.04241943359375,-0.05450439453125,-0.319244384765625,-0.15179443359375,-0.064300537109375,0.31732177734375,-0.156402587890625,0.503082275390625,-0.416351318359375,-0.00494384765625,0.2353515625,-0.166351318359375,-0.3326416015625,0.22381591796875,0.0107421875,-0.056396484375,-0.244781494140625,0.270263671875,0.035858154296875
1,1861,0.061279296875,-0.10687255859375,0.01507568359375,0.0,-0.1214599609375,-0.06158447265625,-0.21392822265625,0.142242431640625,-0.105438232421875,0.0443115234375,-0.26397705078125,-0.055084228515625,-0.006378173828125,0.253753662109375,-0.090789794921875,0.4913330078125,-0.12652587890625,-0.093780517578125,-0.0906982421875,-0.162872314453125,-0.358123779296875,0.299896240234375,-0.06475830078125,-0.153717041015625,0.112060546875,0.37103271484375,-0.002288818359375
2,1862,-0.060943603515625,-0.063873291015625,0.146575927734375,0.0,-0.096954345703125,-0.16094970703125,-0.166015625,0.128143310546875,-0.04876708984375,0.08648681640625,-0.28485107421875,0.002685546875,-0.098968505859375,0.117462158203125,0.00946044921875,0.525482177734375,0.053375244140625,-0.2052001953125,-0.23663330078125,-0.091278076171875,-0.144622802734375,0.06268310546875,-0.027801513671875,-0.1356201171875,-0.166778564453125,0.168365478515625,0.034454345703125
3,1863,0.01629638671875,-0.2281494140625,0.06304931640625,0.0,-0.0809326171875,-0.364410400390625,-0.313629150390625,-0.043670654296875,-0.227294921875,-0.05615234375,-0.283477783203125,-0.09368896484375,-0.361083984375,-0.173126220703125,0.09771728515625,0.457763671875,-0.184051513671875,-0.218536376953125,-0.339324951171875,-0.0728759765625,-0.144287109375,-0.043304443359375,-0.016082763671875,-0.291412353515625,-0.33612060546875,-0.0960693359375,-0.186981201171875
4,1864,0.049896240234375,-0.16705322265625,0.067047119140625,0.0,0.0374755859375,-0.162841796875,-0.217864990234375,-0.011566162109375,-0.071014404296875,-0.104095458984375,-0.107147216796875,0.030731201171875,-0.253021240234375,0.02001953125,0.326080322265625,0.496551513671875,-0.238128662109375,-0.220001220703125,-0.165924072265625,0.07684326171875,-0.0546875,-0.03521728515625,-0.2166748046875,-0.34625244140625,-0.298370361328125,0.086517333984375,-0.08447265625
5,1865,0.04364013671875,-0.150360107421875,0.07183837890625,0.0,0.348663330078125,-0.32940673828125,-0.09307861328125,0.1658935546875,0.001800537109375,-0.1212158203125,-0.230621337890625,0.084442138671875,-0.0911865234375,0.554962158203125,0.119903564453125,0.40350341796875,-0.149993896484375,-0.07440185546875,0.14208984375,-0.055328369140625,0.031280517578125,-0.055389404296875,-0.163726806640625,-0.0643310546875,-0.15313720703125,0.38018798828125,-0.10711669921875
6,1866,0.236236572265625,-0.298858642578125,0.013214111328125,0.0,0.294525146484375,-0.229766845703125,0.05694580078125,0.049346923828125,-0.023956298828125,-0.087249755859375,-0.304168701171875,0.08209228515625,-0.0531005859375,0.26275634765625,0.329498291015625,0.25323486328125,-0.12860107421875,-0.097412109375,0.11651611328125,-0.017608642578125,0.020904541015625,0.0970458984375,-0.257568359375,0.1427001953125,-0.142974853515625,0.188201904296875,-0.04541015625
7,1867,0.414581298828125,-0.1243896484375,0.0892333984375,0.0,0.38153076171875,-0.16632080078125,0.042755126953125,0.15203857421875,-0.091583251953125,-0.086761474609375,-0.1474609375,0.167633056640625,0.025146484375,0.48040771484375,0.476104736328125,0.409423828125,0.138519287109375,-0.14630126953125,0.1640625,0.078460693359375,0.030853271484375,0.229461669921875,-0.25970458984375,0.31494140625,-0.191375732421875,0.228515625,-0.089263916015625
8,1868,0.165924072265625,-0.02288818359375,-0.006317138671875,0.0,0.30633544921875,-0.146942138671875,-0.118865966796875,0.02191162109375,-0.1278076171875,-0.1387939453125,-0.06170654296875,0.025726318359375,0.03228759765625,0.264129638671875,0.1502685546875,0.326263427734375,0.20660400390625,0.020721435546875,0.052154541015625,0.18853759765625,0.0423583984375,0.33349609375,-0.1412353515625,0.17828369140625,-0.23712158203125,0.344940185546875,-0.0626220703125
9,1869,-0.027557373046875,-0.18280029296875,0.05511474609375,0.0,0.33544921875,-0.28741455078125,-0.24237060546875,-0.01397705078125,-0.1846923828125,-0.318267822265625,-0.144775390625,-0.079742431640625,0.02032470703125,0.356658935546875,0.042938232421875,0.2747802734375,-0.051361083984375,0.00531005859375,0.113616943359375,0.210479736328125,-0.033447265625,0.40521240234375,-0.408294677734375,-0.0142822265625,-0.18011474609375,0.28472900390625,-0.133331298828125
